Título	Autores	Áreas de Pesquisa	Tipo	Meio de Publicação	Data	Google Scholar	Link	DOI
Multi-label EMG Classification of Isotonic Hand Movements: A Suitable Method for Robotic Prosthesis Control	José Jair Alves Mendes Junior, Carlos Eduardo Pontim, Daniel Prado de Campos	Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Robótica, Engenharia Biomédica	Anais	XXVII Brazilian Congress on Biomedical Engineering	2020-10-26	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:9ZlFYXVOiuMC	https://link.springer.com/chapter/10.1007/978-3-030-70601-2_243	10.1007/978-3-030-70601-2_243
Independent component analysis in multi-channel forearm surface electromyography processing on armband approach for hand gesture classification	José Jair Alves Mendes Junior, Daniel Prado de Campos, Thiago Simões Dias, Hugo Valadares Siqueira, Sergio Luiz Stevan Jr, Sergio Francisco Pichorim	Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Engenharia Biomédica	Artigo	Research on Biomedical Engineering	2020-08-15	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:LkGwnXOMwfcC	https://link.springer.com/article/10.1007/s42600-020-00082-8	10.1007/s42600-020-00082-8
Evaluation of the Thermal Profile of the Medial Tibia Shaft in Healthy Volunteers	Daniel Prado de Campos, M Ranciaro, EL dos Santos, MFF Vara, J Mendes, GN Nogueira-Neto, P Nohama	Processamento de Imagens, Informática na Educação, Engenharia Biomédica	Anais	2021 Global Medical Engineering Physics Exchanges/Pan American Health Care Exchanges (GMEPE/PAHCE)	2021-03-15	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:hqOjcs7Dif8C	https://ieeexplore.ieee.org/abstract/document/9434867	10.1109/GMEPE/PAHCE50215.2021.9434867
Image Acquisition Protocol by Infrared Medical Thermography in Diaphyseal Tibial Injuries in a Patient Diagnosed with Pseudarthrosis–A Case Study	Daniel Prado de Campos, J Mendes, CJA Mendonça, JF Soni, P Nohama	Engenharia Biomédica, Processamento de Imagens	Anais	2021 Global Medical Engineering Physics Exchanges/Pan American Health Care Exchanges (GMEPE/PAHCE)	2021-03-15	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:0EnyYjriUFMC	https://ieeexplore.ieee.org/abstract/document/9434847	10.1109/GMEPE/PAHCE50215.2021.9434847
A critical review of techniques in power and data transmission for implantable EMG	Eduardo Felipe Ardigo Braga, Daniel Prado de Campos	Engenharia Biomédica, Processamento de Sinais, Aprendizado de Máquina	Artigo	Journal of Applied Instrumentation and Control	2021-04-18	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:IWHjjKOFINEC	https://periodicos.utfpr.edu.br/bjic/article/view/11293	10.3895/jaic.v8n1.11293
EEG-FES-Force-MMG closed-loop control systems of a volunteer with paraplegia considering motor imagery with fatigue recognition and automatic shut-off	Paulo Broniera Junior, Daniel Prado de Campos, André Eugenio Lazzaretti, Percy Nohama, Aparecido Augusto Carvalho, Eddy Krueger, Marcelo Carvalho Minhoto Teixeira	Engenharia Biomédica, Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Robótica	Artigo	Biomedical Signal Processing and Control	2021-07-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:UebtZRa9Y70C	https://www.sciencedirect.com/science/article/abs/pii/S1746809421002597	10.1016/j.bspc.2021.102662
Evaluation of Tibia Bone Healing by Infrared Thermography: A Case Study	Wally auf der Strasse, Daniel Prado Campos, Celso Júnio Aguiar Mendonça, Jamil Faissal Soni, Joaquim Mendes, Percy Nohama	Processamento de Imagens, Engenharia Biomédica	Artigo	Journal of Multidisciplinary Healthcare	2021-11-13	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:Zph67rFs4hoC	https://www.tandfonline.com/doi/full/10.2147/JMDH.S330094	10.2147/JMDH.S330094
Muscle activity during oral processing of sticky-cohesive foods	Seyed Mostafa Kazemeini, Daniel Prado Campos, Andrew J Rosenthal	Processamento de Sinais, Engenharia Biomédica, Aprendizado de Máquina	Artigo	Physiology & Behavior	2021-12-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:8k81kl-MbHgC	https://www.sciencedirect.com/science/article/pii/S0031938421002699	10.1016/j.physbeh.2021.113580
Thermography of hand rewarming parameters in Raynaud’s phenomenon	Daniel Prado de Campos, Wagner Luis Ripka, Catia Terezinha Heimbecher, Leandra Ulbricht	Engenharia Biomédica, Processamento de Imagens	Artigo	Research on Biomedical Engineering	2021-12-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:3fE2CSJIrl8C	https://link.springer.com/article/10.1007/s42600-021-00186-9	10.1007/s42600-021-00186-9
Forehead, temple and wrist temperature assessment of ethnic groups using infrared technology	Wally auf der Strasse, Daniel Prado de Campos, Celso Júnio Aguiar Mendonça, Jamil Faissal Soni, Joaquim Mendes, Percy Nohama	Engenharia Biomédica, Processamento de Imagens	Artigo	Medical Engineering & Physics	2022-04-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:4TOpqqG69KYC	https://www.sciencedirect.com/science/article/pii/S1350453322000285	10.1016/j.medengphy.2022.103777
Influence of EEG channel reduction on lower limb motor imagery during electrical stimulation in healthy and paraplegic subjects	Paulo Broniera Júnior, Daniel Prado Campos, André Eugênio Lazzaretti, Percy Nohama, Aparecido Augusto Carvalho, Eddy Krueger, Marcelo Carvalho Minhoto Teixeira	Engenharia Biomédica, Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Robótica	Artigo	Research on Biomedical Engineering	2022-01-28	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:_kc_bZDykSQC	https://link.springer.com/article/10.1007/s42600-021-00189-6	10.1007/s42600-021-00189-6
Thermography applied in the diagnostic assessment of bone fractures	WAD Strasse, M Ranciaro, KRG De Oliveira, DP Campos, CJA Mendonça, JF Soni, J Mendes, GN Nogueira-Neto, P Nohama	Engenharia Biomédica, Processamento de Imagens	Artigo	Research on Biomedical Engineering	2022-02-21	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:M3ejUd6NZC8C	https://link.springer.com/article/10.1007/s42600-022-00206-2	10.1007/s42600-022-00206-2
Detecting bone lesions in the emergency room with medical infrared thermography	Wally auf der Strasse, Daniel Prado Campos, Celso Júnio Aguiar Mendonça, Jamil Faissal Soni, Joaquim Mendes, Percy Nohama	Processamento de Imagens, Engenharia Biomédica	Artigo	BioMedical Engineering OnLine	2022-06-13	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:KlAtU1dfN6UC	https://link.springer.com/article/10.1186/s12938-022-01005-7	10.1186/s12938-022-01005-7
Evaluating physiological progression of chronic tibial osteomyelitis using infrared thermography	Wally auf der Strasse, Daniel Prado Campos, Celso Júnio Aguiar Mendonça, Jamil Faissal Soni, Felipe Tuon, Joaquim Mendes, Percy Nohama	Processamento de Imagens, Engenharia Biomédica	Artigo	Research on Biomedical Engineering	2022-06-25	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:_Qo2XoVZTnwC	https://link.springer.com/article/10.1007/s42600-022-00228-w	10.1007/s42600-022-00228-w
Efetividade da interface MESS-FESS na dorsiflexão de tornozelo após AVC por cavernoma: estudo de caso	Nathalia Fontana Pereira, Eduarda Campanini Alvares, Fernando Pinto Guedes, Daniel Prado Campos, Roger Burgo de Souza, Eddy Krueger	Processamento de Sinais, Engenharia Biomédica, Robótica	Artigo	Revista Neurociências	2022-09-28	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:7PzlFSSx8tAC	https://periodicos.unifesp.br/index.php/neurociencias/article/view/13579	10.34024/rnc.2022.v30.13579
Joint Coordination to Maintain Postural Balance Differs Between Preferred and Non-preferred Lower Limbs	CDP Rinaldin, VA Silva, DP Campos, EF Manffra	Processamento de Sinais, Engenharia Biomédica, Robótica	Anais	Latin American Conference on Biomedical Engineering	2022-10-24	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:GnPB-g6toBAC	https://link.springer.com/chapter/10.1007/978-3-031-49407-9_14	10.1007/978-3-031-49407-9_14
AD8232 to Biopotentials Sensors: Open Source Project and Benchmark	José Jair Alves Mendes Junior, Daniel Prado Campos, Lorenzo Coelho de Andrade Villela De Biassio, Pedro Carlin Passos, Paulo Broniera Júnior, André Eugênio Lazzaretti, Eddy Krueger	Processamento de Sinais, Engenharia Biomédica, Aprendizado de Máquina	Artigo	Electronics	2023-02-07	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:qUcmZB5y_30C	https://www.mdpi.com/2079-9292/12/4/833	10.3390/electronics12040833
How do sEMG segmentation parameters influence pattern recognition process? An approach based on wearable sEMG sensor	José Jair Alves Mendes Junior, Carlos Eduardo Pontim, Thiago Simões Dias, Daniel Prado Campos	Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Engenharia Biomédica, Robótica	Artigo	Biomedical Signal Processing and Control	2023-03-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&cstart=20&pagesize=80&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:L8Ckcad2t8MC	https://www.sciencedirect.com/science/article/pii/S174680942201000X	10.1016/j.bspc.2022.104546
Development of a robotic orthosis for fingers flexion motion by surface myoelectric control: Open source prototype	Hygor Vinicius Pereira Martins, João Antônio Palma Setti, Cayley Guimarães, Daniel Prado Campos	Processamento de Sinais, Aprendizado de Máquina, Robótica, Engenharia Biomédica	Artigo	Biomedical Signal Processing and Control	2023-08-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:hC7cP41nSMkC	https://www.sciencedirect.com/science/article/pii/S1746809423004470	10.1016/j.bspc.2023.105014
Individual Coordinative Structures During Single-Legged Stance Present Lateral Asymmetry	Carla Daniele Pacheco Rinaldin, Verônica Andrade da Silva, Joseana Wendling Withers, Daniel Prado Campos, Elisângela Ferretti Manffra	Processamento de Sinais, Engenharia Biomédica, Robótica	Artigo	Perceptual and Motor Skills	2023-08-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:O3NaXMp0MMsC	https://journals.sagepub.com/doi/abs/10.1177/00315125251364103	10.1177/00315125251364103
Ineffective voluntary motor improvement through non-invasive BCI-FES with static magnetic field in complete spinal cord injury: A pilot study	Larissa Gomes Sartori, Roger Burgo de Souza, Daniel Prado Campos, Paulo Broniera Júnior, José Jair Alves Mendes Junior, Eddy Krueger	Processamento de Sinais, Engenharia Biomédica, Robótica	Artigo	Global Translational Medicine	2024-03-22	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:mB3voiENLucC	https://www.accscience.com/journal/GTM/3/1/10.36922/gtm.2285	10.36922/gtm.2285
MES-FES Interface Enhances Quadriceps Muscle Response in Sitting Position in Incomplete Spinal Cord Injury: Pilot Study	Denise Bolonhezi Ribeiro, Larissa Gomes Sartori, María Verónica González Méndez, Roger Burgo de Souza, Daniel Prado Campos, Paulo Broniera Júnior, José JA Mendes Junior, Eddy Krueger	Processamento de Sinais, Engenharia Biomédica, Robótica	Artigo	Prosthesis	2024-06-11	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:e5wmG9Sq2KIC	https://www.mdpi.com/2673-1592/6/3/45	10.3390/prosthesis6030045
Event-Driven sEMG Feature Extraction for Classifying Ingestive Behavior in Ruminants	Daniel P Campos, André E Lazzaretti, Fábio L Bertotti, João AG Hill, André LF da Silveira	Processamento de Sinais, Aprendizado de Máquina, Engenharia Biomédica	Artigo	IEEE Sensors Letters	2024-07-09	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:RHpTSmoSYBkC	https://ieeexplore.ieee.org/abstract/document/10591327	10.1109/LSENS.2024.3424949
Evaluation of a Passive Upper-Limb Exoskeleton’s Electromyographic Response in Dynamic Industrial Operations	DP Campos, MCJ Wosch, JP Moreto Lourenção, TT Moreira, HB Toso, JJA Mendes Junior	Processamento de Sinais, Engenharia Biomédica, Robótica	Anais	Brazilian Congress on Biomedical Engineering	2024-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:NMxIlDl6LWMC	https://link.springer.com/chapter/10.1007/978-3-031-93646-3_37	10.1007/978-3-031-93646-3_37
A Low-Cost LoRa-Based Wireless System for Real-Time Long-Range sEMG Monitoring	Cassio Slika Stella, Gabriel Finger Conte, Guilherme Almeida Carmo, André Luis Finkler da Silveira, João Ari Gualberto Hill, Daniel Prado Campos, Fábio Luiz Bertotti	Processamento de Sinais, Engenharia Biomédica, Redes de Computadores	Anais	Brazilian Congress on Biomedical Engineering	2024-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:YFjsv_pBGBYC	https://link.springer.com/chapter/10.1007/978-3-031-93646-3_79	10.1007/978-3-031-93646-3_79
Analysis of the Efficiency of an Upper Limb Exoskeleton in Mitigating Ergonomic Risks in Work with Raised Arms During Polishing Activity in the Aeronautical Industry	Caroline Steudel, José Jair Alves Mendes Junior, Daniel Prado Campos	Processamento de Sinais, Engenharia Biomédica, Robótica	Anais	Brazilian Congress on Biomedical Engineering	2024-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:ns9cj8rnVeAC	https://link.springer.com/chapter/10.1007/978-3-031-94934-0_84	10.1007/978-3-031-94934-0_84
Analysis of the Viability of Replacing Ag/AgCl Electrodes with Dry Electrodes for Gesture Classification from sEMG	Augusto Tetsuo Prado Inafuco, DP Campos, JJAM Junior	Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Engenharia Biomédica, Robótica	Anais	Brazilian Congress on Biomedical Engineering	2024-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:RGFaLdJalmkC	https://link.springer.com/chapter/10.1007/978-3-031-94934-0_58	10.1007/978-3-031-94934-0_58
Non-invasive muscle-machine interface open source project: wearable hand myoelectrical orthosis (MES-FES)	Daniel Prado Campos, José Jair Alves Mendes Junior, Paulo Broniera Junior, André Eugenio Lazzaretti, Larissa Gomes Sartori, Eddy Krueger	Processamento de Sinais, Robótica, Engenharia Biomédica, Aprendizado de Máquina	Artigo	Assistive Technology	2024-09-27	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:j3f4tGmQtD8C	https://www.tandfonline.com/doi/abs/10.1080/10400435.2024.2382857	10.1080/10400435.2024.2382857
The impact of exoskeletons on industrial operations: a review of the knowledge and future research directions	Thayse Toledo Moreira, Higor Leite, Daniel P Campos	Robótica, Engenharia Biomédica	Artigo	Cognition, Technology & Work	2025-05-03	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:maZDTaKrznsC	https://link.springer.com/article/10.1007/s10111-025-00799-5	10.1007/s10111-025-00799-5
Thermal profile of the spine for the assessment of bone metabolic disorders	Wally auf der Strasse, Daniel Prado Campos, Victória Zeghbi Cochenski Borba, Percy Nohama, Joaquim Mendes	Processamento de Imagens, Engenharia Biomédica	Artigo	Scientific Reports	2025-05-30	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:M3NEmzRMIkIC	https://www.nature.com/articles/s41598-025-01798-2	10.1038/s41598-025-01798-2
MOT: A Low-Latency, Multichannel Wireless Surface Electromyography Acquisition System Based on the AD8232 Front-End	Augusto Tetsuo Prado Inafuco, Pablo Machoski, Daniel Prado Campos, Sergio Francisco Pichorim, José Jair Alves Mendes Junior	Processamento de Sinais, Engenharia Biomédica, Redes de Computadores, Robótica	Artigo	Sensors	2025-06-07	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:JV2RwH3_ST0C	https://www.mdpi.com/1424-8220/25/12/3600	10.3390/s25123600
Online hand gesture recognition by sEMG: a system for Myo armband based on machine learning	Matheus Taborda Carneiro, Augusto Tetsuo Prado Inafuco, João Pedro Moreto Lourenção, Thiago Simões Dias, Daniel Prado Campos, José Jair Alves Mendes Junior	Processamento de Sinais, Aprendizado de Máquina, Reconhecimento de Padrões, Robótica, Engenharia Biomédica	Artigo	Research on Biomedical Engineering	2025-08-04	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:hMod-77fHWUC	https://link.springer.com/article/10.1007/s42600-025-00426-2	10.1007/s42600-025-00426-2
Tibial Injury Detection using Convolutional Neural Networks	Matheus Bonfim da Rocha, Bruno Uhlmann Marcato, Wally auf der Strasse, Maiara Mitiko Taniguchi, José Luis Seixas Junior, Daniel Prado Campos, Rafael Gomes Mantovani	Processamento de Imagens, Aprendizado de Máquina, Reconhecimento de Padrões, Engenharia Biomédica	Anais	Symposium on Knowledge Discovery, Mining and Learning (KDMiLe)	2025-09-29	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=61qEu1AAAAAJ&sortby=pubdate&citation_for_view=61qEu1AAAAAJ:BqipwSGYUEgC	https://sol.sbc.org.br/index.php/kdmile/article/view/37205	10.5753/kdmile.2025.247506
Is GPT-4 fair? An empirical analysis in automatic short answer grading	Luiz Rodrigues, Cleon Xavier, Newarney Costa, Dragan Gasevic, Rafael Ferreira Mello	Processamento de Linguagem Natural, Aprendizado de Máquina, Informática na Educação	Artigo	Computers and Education: Artificial Intelligence	2025-06-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:OU6Ihb5iCvQC	https://www.sciencedirect.com/science/article/pii/S2666920X25000682	10.1016/j.caeai.2025.100428
Enhancing Essay Cohesion Assessment: A Novel Item Response Theory Approach	Bruno Alexandre Rosa, Hilário Oliveira, Luiz Rodrigues, Eduardo Araujo Oliveira, Rafael Ferreira Mello	Processamento de Linguagem Natural, Aprendizado de Máquina, Informática na Educação	Artigo	arXiv	2025-07-11	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:dshw04ExmUIC	https://arxiv.org/abs/2507.08487	10.48550/arXiv.2507.08487
Evaluating Large Language Model Quality in Resource-Constrained Environments: An Educational Stakeholders’ Survey on Accuracy, Completeness, and Readability in Brazil	Aristoteles Barros, Mateus Monteiro, Luiz Rodrigues, Diego Dermeval, Seiji Isotani, Ig Ibert Bittencourt	Processamento de Linguagem Natural, Aprendizado de Máquina, Informática na Educação	Anais	Artificial Intelligence in Education (AIED 2025)	2025-07-15	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:Tiz5es2fbqcC	https://link.springer.com/chapter/10.1007/978-3-031-98417-4_16	10.1007/978-3-031-98417-4_16
Usage Patterns and Performance Gains in Gamified Online Judges: A Data-Driven Analysis Informed by Cognitive Psychology in CS1	Luiz Rodrigues, Andres Felipe Zambrano, Maciej Pankiewicz, Amanda Barany, Ryan Baker	Aprendizado de Máquina, Informática na Educação, Processamento de Sinais	Anais	Artificial Intelligence in Education (AIED 2025)	2025-07-20	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:XiSMed-E-HIC	https://link.springer.com/chapter/10.1007/978-3-031-98465-5_13	10.1007/978-3-031-98465-5_13
Gamified Intelligent Communities of Practice: A Path to Acknowledge and Support Underprivileged Teachers	Paula T Palomino, Luiz Rodrigues, Carlos Portela, Grace Lis Porto, Armando Toda, Ig Bittencourt, Seiji Isotani, Thiago Cordeiro	Informática na Educação, Aprendizado de Máquina	Anais	Artificial Intelligence in Education (AIED 2025)	2025-07-21	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:UxriW0iASnsC	https://link.springer.com/chapter/10.1007/978-3-031-99261-2_18	10.1007/978-3-031-99261-2_18
The Impact of Oversampling Techniques on the Detection of Cognitive Presence	Vitor Rolim, Cleon Xavier, Luiz Rodrigues, Newarney Costa, Rafael Lins, Dragan Gašević, Rafael Mello	Processamento de Linguagem Natural, Aprendizado de Máquina, Informática na Educação	Anais	Artificial Intelligence in Education (AIED 2025)	2025-07-21	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:SP6oXDckpogC	https://link.springer.com/chapter/10.1007/978-3-031-98462-4_51	10.1007/978-3-031-98462-4_51
“Small Device, Big Decision:” Comparing Lightweight LLMs’ Computational Performance and Output Quality for AIED Unplugged	Mateus Monteiro, Aristoteles Barros, Luiz Rodrigues, Diego Dermeval, Ig Ibert Bittencourt, Seiji Isotani, Valmir Macario	Processamento de Linguagem Natural, Aprendizado de Máquina, Informática na Educação	Anais	Artificial Intelligence in Education (AIED 2025)	2025-07-21	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:u9iWguZQMMsC	https://link.springer.com/chapter/10.1007/978-3-031-99267-4_20	10.1007/978-3-031-99267-4_20
Analytics of Self-Regulated Learning in Learning Analytics Feedback Processes: Associations With Feedback Literacy in Secondary Education	Flora Ji‐Yoon Jin, Debarshi Nath, Rui Guan, Tongguang Li, Xinyu Li, Rafael Ferreira Mello, Luiz Rodrigues, Cleon Pereira Junior, Heba Abuzayyad‐Nuseibeh, Mladen Raković, Roberto Martinez‐Maldonado, Dragan Gašević, Yi‐Shan Tsai	Informática na Educação, Aprendizado de Máquina	Artigo	Journal of Computer Assisted Learning	2025-08-01	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:nb7KW1ujOQ8C	https://onlinelibrary.wiley.com/doi/full/10.1111/jcal.70076	10.1111/jcal.70076
Justiça, Responsabilidade, Transparência e Ética em Learning Analytics: Um Mapeamento Sistemático da Literatura	Letícia Rocha de Oliveira, Diego Dermeval Medeiros da Cunha Matos, Luiz Antônio Lima Rodrigues, Maria Luiza Correia Oliveira Lima, Bárbara de Lima	Informática na Educação, Aprendizado de Máquina, Segurança da Informação	Artigo	Revista Brasileira de Informática na Educação	2025-08-18	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:l7t_Zn2s7bgC	https://journals-sol.sbc.org.br/index.php/rbie/article/view/5840	10.5753/rbie.2025.5840
Escreva Mais: A Mobile Application to Enhancing Writing Skills in Resource-Constrained Classrooms	Rafael Ferreira Mello, Gabriel Barbosa, Silas Augusto, Lenon Anthony, Jamilla Lobo, Cleon Xavier, Newarney Torrezão da Costa, Luiz Rodrigues	Informática na Educação, Processamento de Linguagem Natural, Aprendizado de Máquina	Anais	European Conference on Technology Enhanced Learning (EC-TEL 2025)	2025-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:WbkHhVStYXYC	https://link.springer.com/chapter/10.1007/978-3-032-03873-9_41	10.1007/978-3-032-03873-9_41
Empowering Equitable Learning with LLMs: Enhancing Writing Skills in Low-Resource Contexts	Rafael Ferreira Mello, Lenon Anthony, Jamilla Lobo, Fabíola Gonçalves Coelho Ribeiro, Cleon Xavier, Newarney Torrezão da Costa, Dragan Gasevic, Luiz Rodrigues	Informática na Educação, Processamento de Linguagem Natural, Aprendizado de Máquina	Anais	European Conference on Technology Enhanced Learning (EC-TEL 2025)	2025-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:738O_yMBCRsC	https://link.springer.com/chapter/10.1007/978-3-032-03870-8_13	10.1007/978-3-032-03870-8_13
Human Teacher vs. LLM-Generated Feedback in Secondary Education: A Comparative Study on Student Perceptions	Cleon Xavier, Newarney Torrezão da Costa, Ana Karoline Valdo, Gabriel Alves, Luiz Rodrigues, Luiz Fernando Rodrigues, Matheus Silva, Rodrigues Neto, Taciana Pontual Falcão, Dragan Gasevic, Rafael Ferreira Mello	Informática na Educação, Processamento de Linguagem Natural, Aprendizado de Máquina	Anais	European Conference on Technology Enhanced Learning (EC-TEL 2025)	2025-09-02	https://scholar.google.com.br/citations?view_op=view_citation&hl=pt-PT&user=CLoJl1kAAAAJ&sortby=pubdate&citation_for_view=CLoJl1kAAAAJ:K3LRdlH-MEoC	https://link.springer.com/chapter/10.1007/978-3-032-03870-8_36	10.1007/978-3-032-03870-8_36
